Respondent,Gender,EdLevel,Age,Country,WorkLoc,CompTotal,ConvertedComp,WorkWeekHrs,CodeRevHrs
9,Man,Some college/university study without earning a degree,23.0,New Zealand,Office,138000.0,95179.0,32.0,12.0
13,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,United States,Home,90000.0,90000.0,40.0,5.0
17,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Australia,Other,90000.0,65277.0,45.0,5.0
19,Man,Some college/university study without earning a degree,31.0,Brazil,Office,9500.0,31140.0,8.0,3.0
20,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38.0,Lithuania,Office,3000.0,41244.0,140.0,1.0
23,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,United States,Office,69000.0,69000.0,40.0,8.0
26,Man,Some college/university study without earning a degree,34.0,United States,Home,114000.0,114000.0,40.0,2.0
29,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,2000.0,100000.0,40.0,2.0
38,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",44.0,Czech Republic,Office,96000.0,51312.0,39.0,3.0
39,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",42.0,United States,Office,156000.0,156000.0,50.0,3.0
43,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Spain,Home,18000.0,20623.0,40.0,8.0
44,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",43.0,Germany,Home,6400.0,87996.0,39.0,10.0
49,Man,Some college/university study without earning a degree,34.0,Serbia,Office,5000.0,60000.0,42.0,15.0
53,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18.0,United States,Office,47300.0,47300.0,42.0,1.0
56,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,China,Home,345000.0,51150.0,40.0,2.0
60,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",27.0,United States,Office,107000.0,107000.0,46.0,8.0
62,Man,Associate degree,19.0,Netherlands,Home,76800.0,87994.0,45.0,10.0
68,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,India,Office,800000.0,11194.0,70.0,4.0
74,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Ireland,Office,100000.0,114575.0,40.0,5.0
75,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,India,Home,1250000.0,17491.0,50.0,1.0
76,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United Kingdom,Home,30000.0,39254.0,40.0,2.0
78,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,India,Office,550000.0,7696.0,40.0,5.0
83,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,India,Office,700000.0,117540.0,45.0,5.0
84,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Pakistan,Office,40000.0,3468.0,40.0,20.0
86,Woman,Some college/university study without earning a degree,26.0,China,Office,9000.0,16008.0,50.0,10.0
87,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,Brazil,Home,11000.0,36060.0,40.0,10.0
90,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0,India,Home,100000.0,16788.0,50.0,3.0
92,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Austria,Office,50000.0,57287.0,38.0,2.0
94,Man,Some college/university study without earning a degree,27.0,United Kingdom,Home,33000.0,43180.0,44.0,2.0
95,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Office,110000.0,110000.0,40.0,5.0
97,Other,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Office,66750.0,66750.0,45.0,1.0
100,Woman,Some college/university study without earning a degree,39.0,Canada,Home,300000.0,229016.0,35.0,5.0
104,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,India,Home,155000.0,2169.0,6.0,4.0
110,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,United States,Office,100000.0,100000.0,45.0,20.0
114,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Canada,Office,70000.0,53437.0,45.0,2.5
115,Man,Associate degree,21.0,Sweden,Other,30000.0,39768.0,40.0,1.0
116,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Spain,Home,90000.0,103117.0,45.0,10.0
117,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",38.0,United States,Home,26000.0,26000.0,45.0,2.0
118,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Italy,Home,31000.0,35518.0,40.0,8.0
120,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,South Africa,Office,24000.0,21612.0,40.0,2.0
124,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,India,Office,650000.0,9095.0,40.0,5.0
126,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,60000.0,60000.0,40.0,1.0
128,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United Kingdom,Other,106000.0,1000000.0,50.0,4.0
130,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Brazil,Office,4000.0,13116.0,75.0,2.0
135,Man,Associate degree,32.0,Russian Federation,Office,175600.0,32196.0,40.0,2.5
139,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,United States,Home,70000.0,70000.0,42.0,2.0
144,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",47.0,Germany,Home,4000.0,54996.0,35.0,4.0
148,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Home,135000.0,135000.0,40.0,2.0
151,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,Romania,Home,4000.0,54996.0,160.0,20.0
155,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Germany,Office,70000.0,962424.0,40.0,2.0
158,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Austria,Office,3436.0,47244.0,40.0,5.0
163,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Iran,Home,32000000.0,9120.0,50.0,10.0
164,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",47.0,United Kingdom,Home,48000.0,62807.0,38.0,2.0
166,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Home,137000.0,2000000.0,45.0,8.0
173,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Germany,Office,68000.0,77911.0,44.0,6.0
174,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,India,Home,12000.0,2016.0,45.0,16.0
177,Man,Some college/university study without earning a degree,22.0,Australia,Office,50000.0,36265.0,45.0,3.0
179,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,United States,Other,70000.0,70000.0,40.0,2.0
181,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Argentina,Home,7000.0,84000.0,40.0,5.0
183,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Hungary,Office,13000000.0,46913.0,40.0,4.0
184,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Latvia,Office,35000.0,40101.0,40.0,2.0
188,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,United Kingdom,Office,50000.0,65424.0,42.0,1.0
190,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,United Arab Emirates,Office,7500.0,24504.0,45.0,6.0
191,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Home,90000.0,90000.0,40.0,4.0
192,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Poland,Office,9000.0,28860.0,40.0,2.0
196,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",40.0,France,Home,39000.0,44684.0,37.0,5.0
202,Man,Some college/university study without earning a degree,45.0,Canada,Home,95000.0,72522.0,40.0,7.0
211,Man,Associate degree,30.0,United States,Office,117800.0,117800.0,40.0,5.0
216,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Bulgaria,Home,100000.0,58501.0,40.0,4.0
219,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,United States,Home,110000.0,110000.0,45.0,6.0
224,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Home,233000.0,233000.0,40.0,6.0
231,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,Nicaragua,Home,80000.0,80000.0,34.0,5.0
232,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,120000.0,120000.0,45.0,5.0
234,Man,I never completed any formal education,45.0,Sweden,Office,41400.0,54876.0,37.0,3.0
238,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,India,Home,2000000.0,27986.0,98.0,12.0
241,Man,Associate degree,32.0,Canada,Home,86000.0,65651.0,40.0,2.0
246,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Home,88000.0,88000.0,45.0,4.0
247,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0,Austria,Office,4200.0,57744.0,40.0,10.0
249,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Hong Kong (S.A.R.),Office,20000.0,30588.0,40.0,10.0
252,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United Kingdom,Home,45000.0,58881.0,35.0,2.0
253,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",28.0,Germany,Home,52000.0,59579.0,40.0,7.0
259,Man,Associate degree,31.0,Denmark,Office,600000.0,92073.0,36.0,4.0
261,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,United Kingdom,Home,180000.0,235525.0,37.0,5.0
268,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Japan,Office,3200000.0,29225.0,42.0,1.0
273,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Canada,Office,183000.0,1000000.0,40.0,8.0
275,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,United States,Home,130000.0,130000.0,50.0,5.0
276,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Israel,Office,24000.0,79176.0,48.0,6.0
277,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Russian Federation,Office,130000.0,23832.0,40.0,4.0
279,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Ireland,Office,55000.0,63016.0,38.0,4.0
280,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",47.0,United States,Office,0.0,0.0,50.0,8.0
286,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Ireland,Home,45000.0,618708.0,38.0,5.0
289,Man,Some college/university study without earning a degree,37.0,United States,Office,130000.0,130000.0,40.0,4.0
292,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,United States,Home,115000.0,115000.0,40.0,12.0
293,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,Netherlands,Office,0.0,0.0,40.0,2.0
302,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,Germany,Office,63000.0,72182.0,40.0,15.0
304,Man,Some college/university study without earning a degree,30.0,Netherlands,Office,5500.0,75624.0,32.0,1.0
306,Man,Associate degree,51.0,Australia,Office,123000.0,89212.0,50.0,0.05
308,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,United States,Other,140000.0,140000.0,40.0,2.0
310,Man,Associate degree,32.0,Latvia,Home,3600.0,49500.0,40.0,4.0
311,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Pakistan,Office,360000.0,2600.0,48.0,5.0
312,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,United States,Office,160000.0,160000.0,45.0,5.0
316,Woman,Some college/university study without earning a degree,22.0,United States,Home,84000.0,84000.0,40.0,4.0
324,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Bangladesh,Office,2500.0,30000.0,45.0,5.0
328,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,Israel,Office,30000.0,98964.0,45.0,3.0
330,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",35.0,France,Other,440000.0,50700.0,40.0,10.0
332,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Germany,Other,57000.0,65308.0,40.0,2.0
333,Man,Some college/university study without earning a degree,33.0,Russian Federation,Home,250000.0,45828.0,40.0,5.0
334,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Israel,Office,26000.0,85776.0,42.0,8.0
335,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Sweden,Office,39000.0,51696.0,40.0,3.0
338,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Home,55000.0,55000.0,40.0,3.0
340,Man,Some college/university study without earning a degree,35.0,Mexico,Home,62000.0,38952.0,40.0,3.0
341,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",23.0,France,Office,3418.0,46992.0,39.0,2.0
345,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,Brazil,Office,170000.0,46442.0,40.0,12.0
352,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Home,125000.0,125000.0,45.0,10.0
354,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Poland,Office,12600.0,40404.0,45.0,3.0
356,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Pakistan,Office,157000.0,13608.0,60.0,5.0
357,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,France,Office,55000.0,63016.0,35.0,5.0
364,Man,Some college/university study without earning a degree,40.0,United States,Home,100000.0,100000.0,40.0,2.0
378,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Italy,Home,23800.0,27269.0,40.0,2.0
384,Man,Some college/university study without earning a degree,28.0,United States,Home,113000.0,113000.0,38.0,3.0
388,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,India,Office,100000.0,16788.0,40.0,4.0
389,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",38.0,United States,Home,165000.0,165000.0,40.0,7.0
392,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",52.0,United States,Office,135000.0,135000.0,44.0,4.0
394,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30.0,United States,Other,5666.0,67992.0,45.0,15.0
395,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",41.0,Australia,Office,7000.0,60924.0,40.0,10.0
398,Man,Some college/university study without earning a degree,22.0,United States,Office,30000.0,30000.0,44.0,1.0
400,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",48.0,Hungary,Office,600000.0,25980.0,32.0,1.0
401,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,United States,Office,118000.0,118000.0,40.0,1.0
402,Man,"Professional degree (JD, MD, etc.)",49.0,France,Home,110000.0,110509.0,42.0,1.0
404,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,India,Office,750000.0,10495.0,40.0,3.0
405,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,Spain,Office,46600.0,53392.0,40.0,5.0
406,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,India,Office,900.0,10800.0,40.0,0.5
408,Man,"Professional degree (JD, MD, etc.)",32.0,United States,Home,154000.0,154000.0,40.0,12.0
410,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",43.0,United States,Home,92000.0,92000.0,40.0,2.0
411,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0,Brazil,Office,8716.0,28572.0,50.0,2.0
414,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",44.0,Sweden,Office,64000.0,84840.0,40.0,6.0
421,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Australia,Office,75000.0,54397.0,38.0,2.0
424,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Switzerland,Office,96000.0,96445.0,42.0,2.0
427,Man,Associate degree,32.0,New Zealand,Office,70000.0,48279.0,37.5,1.0
428,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,United Kingdom,Office,34000.0,44488.0,40.0,3.0
429,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",51.0,United States,Home,125000.0,125000.0,35.0,1.0
432,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Hong Kong (S.A.R.),Office,26000.0,39756.0,40.0,5.0
434,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",41.0,United States,Office,125000.0,125000.0,40.0,1.0
437,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Spain,Home,46000.0,52704.0,40.0,3.0
439,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Brazil,Office,2240.0,7344.0,40.0,10.0
443,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",28.0,Germany,Home,2700.0,37128.0,40.0,2.0
445,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,Iran,Office,45000000.0,12828.0,44.0,5.0
447,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Serbia,Office,4300.0,59124.0,40.0,3.0
450,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Australia,Home,80000.0,58024.0,40.0,1.0
452,Man,I never completed any formal education,35.0,United States,Home,75000.0,2000000.0,40.0,5.0
460,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Germany,Office,50000.0,57287.0,40.0,5.0
462,Man,Some college/university study without earning a degree,37.0,United States,Home,85000.0,85000.0,40.0,4.0
463,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,India,Office,690000.0,9655.0,45.0,9.0
466,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Russian Federation,Home,160000.0,29328.0,40.0,10.0
467,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Poland,Office,10400.0,33348.0,40.0,8.0
469,Man,Some college/university study without earning a degree,28.0,United Kingdom,Home,28000.0,36637.0,40.0,2.0
471,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,India,Office,25000.0,4200.0,60.0,8.0
475,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,India,Other,35000.0,5880.0,45.0,8.0
476,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,France,Office,37000.0,42393.0,37.0,1.0
485,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22.0,Poland,Office,11700.0,37512.0,160.0,5.0
486,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,Poland,Office,6000.0,80150.0,35.0,4.0
489,Man,Some college/university study without earning a degree,32.0,Poland,Office,10400.0,33348.0,40.0,12.0
497,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",41.0,France,Home,60000.0,68745.0,38.0,3.0
498,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0,United States,Office,97000.0,97000.0,35.0,0.0
499,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Mauritius,Other,20000.0,7080.0,40.0,5.0
500,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Croatia,Office,193196.0,29858.0,40.0,2.0
503,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,United States,Office,121000.0,121000.0,40.0,1.0
510,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Other,58000.0,58000.0,45.0,2.0
520,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,India,Office,850000.0,11894.0,45.0,2.0
526,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0,Ukraine,Office,1050.0,52500.0,40.0,3.0
528,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,South Korea,Office,42000000.0,37531.0,40.0,1.0
529,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,Switzerland,Office,2600.0,31344.0,24.0,2.0
533,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Office,110000.0,110000.0,40.0,0.5
539,Man,Some college/university study without earning a degree,40.0,United States,Office,140000.0,2000000.0,50.0,10.0
542,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,Canada,Office,110000.0,83972.0,50.0,7.0
545,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,Netherlands,Home,42120.0,48259.0,40.0,1.0
554,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Netherlands,Office,3500.0,48120.0,40.0,2.0
558,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,Germany,Home,105000.0,120304.0,45.0,10.0
563,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",35.0,United Kingdom,Home,180000.0,235525.0,70.0,1.0
564,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",35.0,Canada,Office,50000.0,38169.0,60.0,2.0
565,Woman,Some college/university study without earning a degree,20.0,Israel,Office,6240.0,20580.0,40.0,16.0
566,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",40.0,United States,Office,104000.0,104000.0,50.0,3.0
571,Woman,"Other doctoral degree (Ph.D, Ed.D., etc.)",30.0,France,Office,65000.0,74474.0,40.0,2.0
574,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,United States,Office,56000.0,56000.0,40.0,6.0
575,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,China,Other,17000.0,30240.0,60.0,1.0
578,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Office,100000.0,100000.0,36.0,1.0
583,Woman,Some college/university study without earning a degree,23.0,Argentina,Office,50000.0,16152.0,8.0,2.0
587,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Office,190000.0,190000.0,40.0,2.0
590,Man,Some college/university study without earning a degree,25.0,Ukraine,Home,5000.0,60000.0,40.0,4.0
594,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Germany,Office,3550.0,48804.0,40.0,4.0
598,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",41.0,Denmark,Home,35000.0,64452.0,37.0,6.0
602,Man,Some college/university study without earning a degree,31.0,Estonia,Office,1500.0,20628.0,20.0,2.0
603,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",43.0,Switzerland,Office,135000.0,135625.0,42.0,4.0
604,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,United States,Home,72500.0,72500.0,43.0,1.0
607,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,United States,Office,11400.0,11400.0,45.0,4.0
608,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",28.0,Spain,Office,20000.0,22915.0,40.0,6.0
613,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Russian Federation,Office,3000.0,36000.0,50.0,4.0
614,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Germany,Office,80000.0,91660.0,40.0,6.0
615,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Iran,Office,50000000.0,14256.0,44.0,5.0
617,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,Norway,Office,600000.0,71097.0,375.0,5.0
626,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Serbia,Home,1500.0,20628.0,40.0,8.0
628,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",33.0,United States,Other,125000.0,125000.0,45.0,4.0
640,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,United States,Home,110000.0,110000.0,45.0,5.0
643,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,United Kingdom,Office,32000.0,41871.0,40.0,5.0
654,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",37.0,United States,Other,147000.0,147000.0,40.0,1.0
657,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",37.0,Netherlands,Home,2000.0,27492.0,36.0,6.0
659,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,France,Home,40000.0,45830.0,35.0,4.0
660,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",35.0,United States,Home,70000.0,70000.0,40.0,3.0
664,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,India,Office,97000.0,16284.0,40.0,8.0
665,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",52.0,United Kingdom,Home,25000.0,32712.0,50.0,3.0
666,Man,Associate degree,33.0,United States,Office,65000.0,65000.0,40.0,10.0
669,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Home,90000.0,90000.0,40.0,2.0
671,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,United States,Other,90000.0,90000.0,45.0,4.0
675,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,Belgium,Office,3300.0,45372.0,40.0,5.0
677,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,United States,Office,97000.0,97000.0,35.0,4.0
680,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,United States,Home,125000.0,125000.0,40.0,1.0
683,Man,Some college/university study without earning a degree,23.0,United States,Home,128000.0,128000.0,40.0,5.0
685,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Brazil,Office,3000.0,9840.0,40.0,8.0
686,Man,Some college/university study without earning a degree,37.0,South Africa,Home,750000.0,56291.0,40.0,2.0
691,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",28.0,Israel,Office,13000.0,42888.0,50.0,5.0
693,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Home,87000.0,87000.0,35.0,3.0
695,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Germany,Office,47000.0,53850.0,41.0,6.0
696,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Office,77000.0,77000.0,40.0,1.0
697,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35.0,Germany,Home,78000.0,89368.0,40.0,2.0
701,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,United States,Office,275000.0,275000.0,40.0,3.0
703,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,United States,Home,103000.0,103000.0,40.0,8.0
705,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,122473.0,122473.0,40.0,8.0
707,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Netherlands,Office,2800.0,38496.0,40.0,4.0
708,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,United States,Office,68000.0,68000.0,50.0,2.0
712,Woman,Associate degree,28.0,Brazil,Office,4000.0,13116.0,40.0,2.0
714,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,France,Office,21000.0,24061.0,37.5,4.0
715,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",41.0,Australia,Other,8200.0,71364.0,38.0,15.0
720,Woman,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",34.0,Netherlands,Home,3600.0,206250.0,36.0,5.0
