Respondent,Gender,EdLevel,Age,Country,WorkLoc,CompTotal,ConvertedComp,WorkWeekHrs,CodeRevHrs
10528,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,Spain,Office,45000.0,51559.0,40.0,10.0
10529,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Home,80000.0,80000.0,40.0,1.0
10530,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0,Poland,Office,7500.0,24048.0,40.0,4.0
10532,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",41.0,Australia,Home,165000.0,119674.0,40.0,4.0
10541,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,India,Office,900000.0,12594.0,45.0,3.0
10543,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,India,Office,80000.0,13428.0,40.0,4.0
10544,Man,I never completed any formal education,16.0,Australia,Home,1000.0,8700.0,12.0,2.0
10548,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Germany,Office,60000.0,68745.0,40.0,5.0
10562,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",40.0,Netherlands,Office,59000.0,67599.0,38.0,0.0
10569,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,Russian Federation,Office,4200.0,3200.0,21.0,1.0
10575,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Office,104000.0,104000.0,40.0,3.0
10576,Man,Some college/university study without earning a degree,23.0,India,Office,500000.0,6996.0,35.0,15.0
10583,Man,Some college/university study without earning a degree,34.0,United States,Home,88000.0,88000.0,40.0,2.0
10584,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Canada,Home,93500.0,71376.0,32.5,2.0
10587,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Brazil,Home,4590.0,15048.0,40.0,4.0
10592,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",28.0,United Kingdom,Office,35000.0,45797.0,40.0,4.0
10595,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Iran,Office,30000000.0,8556.0,80.0,4.0
10596,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",42.0,United States,Home,135000.0,1620000.0,40.0,4.0
10601,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,Malaysia,Office,320000.0,78115.0,56.0,1.0
10603,Man,Some college/university study without earning a degree,32.0,United Kingdom,Office,24000.0,31403.0,38.0,10.0
10607,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United Kingdom,Office,50000.0,65424.0,37.5,2.0
10609,Man,Some college/university study without earning a degree,36.0,Sweden,Other,40000.0,53028.0,38.0,2.0
10615,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,United States,Office,70000.0,70000.0,40.0,2.0
10616,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,Netherlands,Office,45360.0,51971.0,40.0,6.0
10617,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Brazil,Office,4500.0,14748.0,50.0,10.0
10618,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Brazil,Office,5000.0,16392.0,40.0,6.0
10619,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",21.0,Ukraine,Other,17000.0,7356.0,40.0,1.0
10623,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",44.0,Costa Rica,Office,4100.0,49200.0,40.0,5.0
10626,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",44.0,United States,Office,100000.0,100000.0,40.0,5.0
10640,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,Mexico,Other,1500.0,18000.0,100.0,30.0
10644,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,Australia,Office,210000.0,152313.0,45.0,10.0
10647,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Netherlands,Other,69000.0,79057.0,35.0,5.0
10649,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",38.0,Colombia,Other,6958523.0,27024.0,40.0,5.0
10652,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",54.0,United States,Office,120000.0,120000.0,40.0,4.0
10653,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,United States,Office,87500.0,87500.0,40.0,2.0
10655,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",22.0,France,Other,200.0,11450.0,38.0,4.0
10656,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,India,Office,3500000.0,48975.0,40.0,3.0
10661,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Dominican Republic,Home,60000.0,14244.0,10.0,6.0
10665,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Bulgaria,Office,60000.0,68745.0,40.0,20.0
10669,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,Slovakia,Home,1530.0,21036.0,40.0,1.0
10671,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,United States,Home,87000.0,87000.0,40.0,2.0
10675,Man,Some college/university study without earning a degree,37.0,United States,Office,65000.0,65000.0,40.0,4.0
10678,Woman,"Professional degree (JD, MD, etc.)",29.0,Peru,Other,6000.0,21660.0,40.0,5.0
10679,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Home,98000.0,98000.0,40.0,2.0
10681,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,India,Home,1000000.0,13993.0,50.0,5.0
10687,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",59.0,United States,Office,100000.0,100000.0,40.0,2.0
10690,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,India,Other,43000.0,7224.0,40.0,2.0
10692,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,100000.0,100000.0,60.0,6.0
10694,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,India,Office,730000.0,10215.0,35.0,2.0
10700,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",41.0,United Kingdom,Home,65000.0,85051.0,40.0,8.0
10711,Man,Some college/university study without earning a degree,38.0,Guatemala,Office,42000.0,42000.0,40.0,5.0
10712,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Office,72000.0,72000.0,40.0,2.0
10714,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,Croatia,Office,270000.0,41727.0,44.0,8.0
10715,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Office,6000.0,300000.0,30.0,5.0
10717,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,Poland,Office,13000.0,41688.0,168.0,5.0
10718,Man,Some college/university study without earning a degree,53.0,United States,Office,126000.0,126000.0,40.0,1.0
10719,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Home,75000.0,75000.0,40.0,5.0
10723,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",36.0,United States,Office,600000.0,600000.0,45.0,3.0
10728,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Belgium,Home,3500.0,48120.0,50.0,5.0
10732,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Brazil,Office,1800.0,5904.0,45.0,4.0
10742,Man,Some college/university study without earning a degree,34.0,Germany,Office,55000.0,756192.0,40.0,12.0
10743,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,China,Home,19500.0,34692.0,42.0,8.0
10744,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,United States,Office,125000.0,125000.0,40.0,5.0
10745,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,United States,Home,223000.0,223000.0,45.0,3.0
10746,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Afghanistan,Office,25000.0,3996.0,40.0,8.0
10747,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",38.0,France,Home,52500.0,60152.0,45.0,3.0
10748,Man,Primary/elementary school,38.0,United States,Home,206415.0,206415.0,40.0,10.0
10750,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Netherlands,Office,4400.0,60492.0,40.0,5.0
10752,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,India,Home,58000.0,9744.0,9.0,2.0
10753,Man,Some college/university study without earning a degree,27.0,Egypt,Home,17000.0,11556.0,35.0,7.0
10756,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,United States,Home,115000.0,115000.0,40.0,10.0
10759,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,United States,Home,130000.0,130000.0,40.0,1.0
10761,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",40.0,Belgium,Other,5000.0,68748.0,42.0,2.0
10762,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",30.0,Netherlands,Office,2700.0,37128.0,40.0,4.0
10764,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Office,75000.0,75000.0,40.0,2.0
10766,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Home,102600.0,102600.0,42.0,3.0
10768,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",33.0,United Kingdom,Home,50000.0,65424.0,37.5,5.0
10773,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",38.0,China,Home,70.0,10.0,46.0,3.0
10775,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,Turkey,Office,80000.0,15360.0,45.0,1.0
10776,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,India,Office,1600000.0,22388.0,40.0,3.0
10785,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,Brazil,Home,12000.0,39336.0,44.0,4.0
10787,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United Kingdom,Office,70000.0,91593.0,35.0,3.0
10791,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,United States,Office,65000.0,65000.0,40.0,1.0
10793,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",37.0,India,Home,4000000.0,55971.0,40.0,4.0
10797,Woman,Associate degree,23.0,Malaysia,Home,6000.0,17580.0,45.0,2.0
10803,Woman,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,Poland,Other,7000.0,22440.0,40.0,4.0
10804,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,India,Office,50000.0,8400.0,40.0,10.0
10811,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United Kingdom,Office,70000.0,91593.0,40.0,5.0
10812,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Canada,Office,91000.0,69468.0,40.0,2.0
10813,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Other,130000.0,130000.0,40.0,10.0
10821,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Poland,Office,12000.0,38472.0,40.0,0.0
10827,Man,Some college/university study without earning a degree,26.0,Colombia,Home,1000000.0,3888.0,44.0,3.0
10833,Man,Some college/university study without earning a degree,45.0,United Kingdom,Home,40000.0,52339.0,50.0,5.0
10835,Man,"Professional degree (JD, MD, etc.)",26.0,Germany,Office,340000.0,57096.0,40.0,5.0
10836,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Belgium,Home,45000.0,51559.0,45.0,1.0
10841,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Russian Federation,Office,90000.0,16500.0,40.0,5.0
10844,Man,Some college/university study without earning a degree,31.0,United States,Other,75000.0,75000.0,40.0,2.0
10845,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,India,Office,23000.0,3864.0,40.0,2.0
10849,Man,"Professional degree (JD, MD, etc.)",23.0,Brazil,Office,3500.0,11472.0,50.0,8.0
10851,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,Turkey,Office,7500.0,17280.0,45.0,10.0
10852,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",29.0,Netherlands,Office,3400.0,46752.0,45.0,2.0
10854,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Australia,Office,84000.0,60925.0,40.0,5.0
10859,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",42.0,United Kingdom,Office,38000.0,49722.0,37.5,2.0
10861,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Canada,Office,115000.0,1000000.0,40.0,4.0
10866,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,United States,Home,225000.0,225000.0,55.0,2.0
10877,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,India,Office,49000.0,8232.0,9.0,2.0
10886,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,Russian Federation,Office,120000.0,21996.0,50.0,3.0
10891,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,Canada,Home,71000.0,54200.0,35.0,1.0
10892,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",58.0,United States,Office,80000.0,80000.0,46.0,6.0
10895,Woman,Some college/university study without earning a degree,25.0,Bulgaria,Other,4000.0,28080.0,30.0,3.0
10896,Man,"Professional degree (JD, MD, etc.)",25.0,Nicaragua,Home,450.0,5400.0,8.0,8.0
10898,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",37.0,Germany,Office,60000.0,68745.0,40.0,1.0
10899,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,Norway,Other,700000.0,82946.0,37.5,5.0
10900,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,"Congo, Republic of the...",Home,1500.0,18000.0,45.0,3.0
10904,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,Australia,Office,170000.0,123301.0,50.0,5.0
10905,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Netherlands,Office,77760.0,89093.0,45.0,1.0
10907,Man,Some college/university study without earning a degree,28.0,Italy,Home,46000.0,52704.0,60.0,5.0
10908,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Sri Lanka,Office,105000.0,7128.0,25.0,5.0
10913,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,Mexico,Home,25500.0,16020.0,40.0,6.0
10918,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,Canada,Office,120000.0,91606.0,40.0,12.0
10919,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",44.0,Germany,Office,60000.0,68745.0,9.0,6.0
10927,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,India,Office,95000.0,15948.0,40.0,5.0
10930,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,Ireland,Office,53000.0,60725.0,42.5,1.0
10937,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Bangladesh,Office,70000.0,10032.0,48.0,10.0
10940,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,India,Office,550000.0,7696.0,40.0,10.0
10945,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",49.0,United States,Home,85000.0,85000.0,45.0,5.0
10947,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",38.0,Argentina,Office,60000.0,19380.0,40.0,1.0
10948,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Canada,Office,95000.0,72522.0,35.0,8.0
10951,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,India,Office,609500.0,8529.0,8.0,3.0
10952,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Romania,Office,10000.0,28920.0,40.0,4.0
10954,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0,Netherlands,Home,38043.0,43588.0,36.0,6.0
10955,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",36.0,United States,Office,126000.0,126000.0,45.0,2.0
10960,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Sri Lanka,Office,60000.0,4080.0,40.0,8.0
10961,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Office,85000.0,85000.0,40.0,4.0
10965,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Poland,Office,10000.0,32064.0,37.0,5.0
10970,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Iran,Home,25000000.0,7128.0,79.0,10.0
10971,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,New Zealand,Office,75000.0,51727.0,40.0,4.0
10978,Man,Associate degree,28.0,United States,Office,97000.0,1164000.0,40.0,4.0
10982,Man,Associate degree,39.0,Spain,Office,27000.0,30935.0,50.0,10.0
10985,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0,United Kingdom,Office,55500.0,72620.0,40.0,3.0
10986,Man,Some college/university study without earning a degree,41.0,Brazil,Home,10000.0,32784.0,50.0,5.0
10987,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Saudi Arabia,Office,11500.0,36792.0,40.0,5.0
10990,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,Pakistan,Other,235000.0,20364.0,41.0,3.0
10994,Man,Some college/university study without earning a degree,23.0,United States,Office,72000.0,72000.0,40.0,1.0
10996,Man,Some college/university study without earning a degree,41.0,Canada,Home,70000.0,641244.0,35.0,5.0
10997,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,United States,Home,100000.0,2000000.0,35.0,8.0
10999,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,India,Office,18000.0,3024.0,40.0,10.0
11006,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Germany,Office,70000.0,80202.0,35.0,1.0
11009,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,India,Office,3600000.0,50374.0,50.0,2.0
11011,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Azerbaijan,Other,700.0,4932.0,45.0,2.0
11012,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",32.0,Poland,Office,13500.0,43284.0,40.0,2.0
11017,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Home,150000.0,150000.0,55.0,10.0
11022,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",31.0,Poland,Office,12000.0,38472.0,38.0,8.0
11024,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,United States,Home,78000.0,78000.0,40.0,1.0
11028,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,Poland,Office,4000.0,12828.0,45.0,1.0
11033,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,United States,Other,110000.0,110000.0,40.0,1.0
11042,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30.0,Switzerland,Home,107000.0,107496.0,42.0,4.0
11043,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,France,Home,70000.0,80202.0,4.0,1.0
11049,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",27.0,United States,Office,110000.0,110000.0,40.0,2.0
11052,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Home,130000.0,130000.0,40.0,10.0
11053,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",34.0,Canada,Office,84500.0,64506.0,42.0,2.0
11060,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23.0,Brazil,Office,7500.0,24588.0,60.0,5.0
11061,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",37.0,United States,Home,95000.0,95000.0,40.0,1.0
11062,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",24.0,France,Other,36000.0,41247.0,37.0,2.0
11063,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,India,Home,183.0,2196.0,55.0,10.0
11068,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Office,95000.0,95000.0,50.0,5.0
11069,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,Denmark,Office,56100.0,103308.0,37.0,5.0
11070,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21.0,Germany,Office,2000.0,27492.0,38.0,10.0
11072,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Office,160000.0,160000.0,40.0,2.0
11073,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",42.0,United States,Office,150000.0,150000.0,40.0,4.0
11074,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Germany,Office,60000.0,68745.0,40.0,20.0
11077,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,United States,Home,90000.0,90000.0,40.0,8.0
11079,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,Russian Federation,Office,205000.0,37584.0,30.0,1.0
11081,Man,Associate degree,49.0,United States,Office,140000.0,140000.0,50.0,4.0
11084,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,United Kingdom,Other,45000.0,58881.0,35.0,2.0
11086,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21.0,Brazil,Other,1800.0,5904.0,50.0,2.0
11087,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United Kingdom,Office,40000.0,628068.0,45.0,2.0
11088,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35.0,United States,Home,65000.0,65000.0,40.0,2.0
11089,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Armenia,Office,3200.0,38400.0,40.0,3.0
11091,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",34.0,Canada,Other,145000.0,110691.0,40.0,5.0
11097,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",43.0,France,Home,49000.0,56142.0,39.0,2.0
11100,Man,Some college/university study without earning a degree,25.0,"Venezuela, Bolivarian Republic of...",Home,2500.0,30000.0,160.0,5.0
11102,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,India,Office,8.0,0.0,40.0,2.0
11103,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,United States,Office,109000.0,109000.0,50.0,3.0
11104,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Brazil,Home,110000.0,30051.0,40.0,5.0
11110,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,Indonesia,Home,3000000.0,2580.0,9.0,5.0
11117,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",27.0,United States,Office,86000.0,86000.0,40.0,2.0
11121,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",22.0,Germany,Office,800.0,11004.0,38.0,6.0
11123,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,United States,Home,105000.0,105000.0,60.0,6.0
11124,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,Germany,Office,70000.0,80202.0,40.0,1.0
11125,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,Hong Kong (S.A.R.),Office,11650.0,17820.0,20.0,1.0
11127,Man,Some college/university study without earning a degree,32.0,United States,Office,145000.0,145000.0,45.0,10.0
11128,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,Serbia,Home,1200.0,14400.0,30.0,5.0
11130,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0,Estonia,Office,2000.0,27492.0,39.0,2.0
11134,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Office,85000.0,85000.0,40.0,4.0
11137,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,India,Home,19150.0,3216.0,40.0,4.0
11140,Man,Some college/university study without earning a degree,42.0,Norway,Office,600000.0,71097.0,38.0,2.0
11142,Man,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25.0,United States,Office,130000.0,130000.0,40.0,5.0
11143,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",34.0,Greece,Home,26000.0,29789.0,44.0,1.0
11146,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0,United States,Office,120000.0,120000.0,40.0,3.0
11150,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0,United States,Office,84000.0,2000000.0,45.0,3.0
11151,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",39.0,Slovenia,Office,3500.0,48120.0,40.0,3.0
11153,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",33.0,United States,Home,96750.0,96750.0,40.0,2.0
11157,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",30.0,France,Home,50000.0,687444.0,40.0,3.0
11161,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0,United States,Other,75000.0,75000.0,40.0,3.0
11164,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",44.0,Czech Republic,Office,116000.0,62004.0,38.0,3.0
11167,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,Ethiopia,Home,8400.0,3540.0,40.0,10.0
11168,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,India,Office,400.0,6276.0,40.0,5.0
11174,Woman,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",36.0,Netherlands,Home,2700.0,37128.0,32.0,3.0
11176,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",28.0,Egypt,Office,13000.0,8844.0,40.0,16.0
11179,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0,United States,Office,90000.0,90000.0,50.0,8.0
11182,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",56.0,United States,Home,167000.0,167000.0,45.0,2.0
11186,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",29.0,United States,Office,144000.0,144000.0,50.0,3.0
11189,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0,India,Office,6.0,0.0,40.0,1.0
11192,Man,I never completed any formal education,21.0,United States,Office,36000.0,36000.0,40.0,5.0
11195,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",32.0,United States,Office,72000.0,72000.0,40.0,1.0
11200,Man,Some college/university study without earning a degree,23.0,Denmark,Home,24000.0,44196.0,37.5,1.0
11205,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0,Czech Republic,Home,60000.0,32076.0,40.0,1.0
11207,Man,"Other doctoral degree (Ph.D, Ed.D., etc.)",35.0,United States,Office,90000.0,90000.0,40.0,1.0
11213,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",38.0,United Kingdom,Home,43000.0,56264.0,37.5,5.0
11214,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",28.0,France,Home,41000.0,46976.0,40.0,15.0
11215,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",37.0,United States,Office,125000.0,125000.0,40.0,3.0
11225,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",42.0,United States,Home,100000.0,100000.0,40.0,1.0
11232,Man,"Bachelor’s degree (BA, BS, B.Eng., etc.)",59.0,United Kingdom,Home,48000.0,753684.0,40.0,6.0
11233,Man,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",31.0,Germany,Office,46000.0,632448.0,39.0,2.0
11245,Woman,"Bachelor’s degree (BA, BS, B.Eng., etc.)",26.0,United States,Home,130000.0,130000.0,46.0,1.0
